,end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
3447,20201231,10,10,3.0,10,10,8,10,9,10,80.0,000690.SZ,宝新能源
41306,20201231,8,10,3.0,10,10,10,10,9,10,80.0,600720.SH,祁连山
29708,20201231,10,10,10.0,10,7,10,10,2,10,79.0,300658.SZ,延江股份
5948,20201231,10,10,3.0,10,10,10,10,6,10,79.0,000951.SZ,中国重汽
15098,20201231,10,10,10.0,10,10,4,10,4,10,78.0,002603.SZ,以岭药业
52143,20201231,10,10,5.0,10,10,7,10,6,10,78.0,603686.SH,龙马环卫
10230,20201231,10,10,5.0,10,10,7,10,5,10,77.0,002258.SZ,利尔化学
27267,20201231,10,10,7.0,10,10,10,10,0,10,77.0,300482.SZ,万孚生物
33354,20201231,10,10,5.0,10,10,2,10,10,10,77.0,600051.SH,宁波联合
18377,20201231,10,10,7.0,10,10,10,10,0,9,76.0,002847.SZ,盐津铺子
5674,20201231,10,10,5.0,10,10,7,7,7,10,76.0,000921.SZ,海信家电
14574,20201231,10,10,5.0,10,2,10,10,9,10,76.0,002567.SZ,唐人神
20387,20201231,10,10,7.0,10,10,5,10,6,7,75.0,003020.SZ,立方制药
17891,20201231,10,10,5.0,10,10,10,10,0,10,75.0,002810.SZ,山东赫达
11762,20201231,10,10,3.0,10,10,6,9,6,10,74.0,002367.SZ,康力电梯
54075,20201231,10,5,5.0,10,8,10,10,6,10,74.0,603950.SH,长源东谷
36969,20201231,10,10,3.0,10,10,10,10,1,10,74.0,600346.SH,恒力石化
18092,20201231,10,10,5.0,10,10,3,10,6,10,74.0,002825.SZ,纳尔股份
6234,20201231,10,10,5.0,10,10,3,10,6,10,74.0,000975.SZ,银泰黄金
23963,20201231,10,10,3.0,10,10,10,10,1,10,74.0,300246.SZ,宝莱特
56912,20201231,10,10,9.0,10,4,10,10,0,10,73.0,688399.SH,硕世生物
48629,20201231,10,10,5.0,10,10,10,10,0,8,73.0,603129.SH,春风动力
46708,20201231,10,10,7.0,10,10,10,10,0,6,73.0,601865.SH,福莱特
18262,20201231,10,10,3.0,10,10,10,10,0,10,73.0,002838.SZ,道恩股份
53002,20201231,10,10,7.0,10,0,9,10,7,10,73.0,603810.SH,丰山集团
7138,20201231,10,10,3.0,10,10,5,6,9,10,73.0,002039.SZ,黔源电力
14102,20201231,10,10,7.0,10,10,6,3,7,10,73.0,002534.SZ,杭锅股份
54577,20201231,10,10,5.0,10,7,10,10,0,10,72.0,605009.SH,豪悦护理
11964,20201231,10,9,0.0,10,8,7,10,8,10,72.0,002381.SZ,双箭股份
7711,20201231,10,10,5.0,10,9,7,7,4,10,72.0,002080.SZ,中材科技
55272,20201231,10,10,9.0,10,10,10,3,0,10,72.0,688015.SH,交控科技
6601,20201231,10,10,9.0,10,0,10,10,3,10,72.0,002001.SZ,新和成
20034,20201231,10,10,5.0,10,10,10,10,1,6,72.0,002978.SZ,安宁股份
49644,20201231,10,8,7.0,10,10,8,10,3,6,72.0,603298.SH,杭叉集团
6511,20201231,10,10,7.0,10,7,3,7,8,10,72.0,001696.SZ,宗申动力
28332,20201231,10,10,5.0,10,9,8,10,0,9,71.0,300558.SZ,贝达药业
32041,20201231,10,10,1.0,10,10,10,10,0,10,71.0,300850.SZ,新强联
16779,20201231,10,10,5.0,10,4,10,10,2,10,71.0,002726.SZ,龙大肉食
1780,20201231,10,10,1.0,10,10,8,10,2,10,71.0,000532.SZ,华金资本
29979,20201231,10,10,3.0,10,8,10,10,0,10,71.0,300677.SZ,英科医疗
10388,20201231,9,10,1.0,10,10,2,10,9,10,71.0,002270.SZ,华明装备
26707,20201231,10,10,7.0,10,0,10,10,4,10,71.0,300443.SZ,金雷股份
47484,20201231,10,10,5.0,10,6,10,10,0,10,71.0,603010.SH,万盛股份
33148,20201231,10,10,9.0,10,10,0,2,10,10,71.0,600026.SH,中远海能
18920,20201231,10,10,9.0,10,0,4,9,8,10,70.0,002887.SZ,绿茵生态
50256,20201231,10,10,5.0,10,0,10,10,5,10,70.0,603363.SH,傲农生物
41467,20201231,0,10,3.0,10,10,10,10,7,10,70.0,600731.SH,湖南海利
34516,20201231,10,10,5.0,10,0,10,10,5,10,70.0,600143.SH,金发科技
17331,20201231,10,10,5.0,10,0,10,10,5,10,70.0,002768.SZ,国恩股份
10990,20201231,10,10,3.0,10,1,9,10,7,10,70.0,002312.SZ,三泰控股
55519,20201231,10,10,7.0,10,0,8,10,5,10,70.0,688057.SH,金达莱
31059,20201231,10,10,7.0,10,10,4,10,0,9,70.0,300759.SZ,康龙化成
23397,20201231,10,10,10.0,10,0,10,10,0,10,70.0,300206.SZ,理邦仪器
944,20201231,10,10,7.0,10,0,7,8,8,10,70.0,000157.SZ,中联重科
1549,20201231,7,10,9.0,10,7,5,10,4,8,70.0,000513.SZ,丽珠集团
6631,20201231,0,10,7.0,10,10,6,10,7,10,70.0,002003.SZ,伟星股份
15742,20201231,10,10,7.0,10,10,1,9,8,4,69.0,002649.SZ,博彦科技
43937,20201231,10,10,5.0,10,10,10,4,0,10,69.0,600961.SH,株冶集团
54663,20201231,10,10,7.0,10,3,10,10,0,9,69.0,605099.SH,共创草坪
4011,20201231,4,10,7.0,10,10,10,10,0,8,69.0,000739.SZ,普洛药业
55976,20201231,10,10,7.0,8,10,5,10,0,9,69.0,688139.SH,海尔生物
38286,20201231,10,10,3.0,10,0,9,10,7,10,69.0,600477.SH,杭萧钢构
17533,20201231,10,10,9.0,10,0,8,10,2,10,69.0,002782.SZ,可立克
50046,20201231,10,10,5.0,10,10,0,10,4,10,69.0,603335.SH,迪生力
38644,20201231,3,10,5.0,10,10,10,10,8,3,69.0,600507.SH,方大特钢
23934,20201231,10,10,7.0,10,3,8,10,1,10,69.0,300244.SZ,迪安诊断
36392,20201231,10,10,0.0,10,10,10,10,0,9,69.0,600298.SH,安琪酵母
33223,20201231,10,10,7.0,10,3,10,10,0,9,69.0,600031.SH,三一重工
54383,20201231,10,10,5.0,10,0,10,10,3,10,68.0,603988.SH,中电电机
43997,20201231,10,10,3.0,10,10,5,6,4,10,68.0,600966.SH,博汇纸业
57023,20201231,10,10,1.0,10,10,10,7,0,10,68.0,688516.SH,奥特维
47527,20201231,0,10,7.0,10,10,5,9,7,10,68.0,603013.SH,亚普股份
25584,20201231,10,8,9.0,10,0,3,10,8,10,68.0,300360.SZ,炬华科技
7008,20201231,10,10,5.0,10,3,10,10,0,10,68.0,002030.SZ,达安基因
51482,20201231,10,10,5.0,10,3,10,10,0,10,68.0,603606.SH,东方电缆
15240,20201231,10,10,5.0,10,10,1,4,8,10,68.0,002614.SZ,奥佳华
9197,20201231,5,10,7.0,10,10,2,9,5,10,68.0,002184.SZ,海得控制
44098,20201231,10,10,5.0,10,0,10,10,3,10,68.0,600975.SH,新五丰
16535,20201231,10,10,7.0,10,10,10,10,0,0,67.0,002706.SZ,良信股份
8099,20201231,10,10,5.0,10,2,10,10,0,10,67.0,002107.SZ,沃华医药
39598,20201231,10,10,7.0,10,10,0,0,10,10,67.0,600583.SH,海油工程
37388,20201231,8,10,9.0,10,10,0,10,6,4,67.0,600380.SH,健康元
48823,20201231,10,10,3.0,10,10,0,5,9,10,67.0,603166.SH,福达股份
12467,20201231,10,10,5.0,10,0,4,10,8,10,67.0,002416.SZ,爱施德
50496,20201231,10,10,9.0,10,0,10,10,0,8,67.0,603392.SH,万泰生物
14834,20201231,8,10,3.0,10,10,0,7,9,10,67.0,002585.SZ,双星新材
5819,20201231,4,0,3.0,10,10,10,10,10,10,67.0,000932.SZ,华菱钢铁
47179,20201231,0,3,7.0,10,10,10,10,7,10,67.0,601975.SH,招商南油
42946,20201231,10,10,5.0,10,10,8,10,0,4,67.0,600845.SH,宝信软件
31677,20201231,10,10,7.0,10,0,10,10,0,10,67.0,300815.SZ,玉禾田
8562,20201231,10,10,5.0,10,0,8,10,5,9,67.0,002139.SZ,拓邦股份
56469,20201231,10,10,5.0,10,2,10,10,0,10,67.0,688289.SH,圣湘生物
55055,20201231,10,10,5.0,10,0,10,10,2,10,67.0,605369.SH,拱东医疗
56280,20201231,10,10,7.0,10,10,10,10,0,0,67.0,688208.SH,道通科技
10000,20201231,10,10,5.0,10,10,6,7,0,9,67.0,002241.SZ,歌尔股份
57562,20201231,10,10,7.0,10,10,10,10,0,0,67.0,688696.SH,极米科技
28102,20201231,10,10,1.0,10,9,5,10,2,10,67.0,300541.SZ,先进数通
49718,20201231,10,10,5.0,10,8,4,10,2,8,67.0,603305.SH,旭升股份
56640,20201231,10,10,9.0,10,0,7,10,6,5,67.0,688330.SH,宏力达
20099,20201231,0,10,3.0,10,10,10,10,5,9,67.0,002984.SZ,森麒麟
3076,20201231,10,10,5.0,10,2,10,0,9,10,66.0,000656.SZ,金科股份
2303,20201231,0,10,10.0,10,0,10,10,6,10,66.0,000576.SZ,甘化科工
51306,20201231,10,9,5.0,10,10,4,4,6,8,66.0,603588.SH,高能环境
32213,20201231,10,10,5.0,10,0,7,10,4,10,66.0,300871.SZ,回盛生物
47411,20201231,10,10,3.0,10,9,4,10,0,10,66.0,603005.SH,晶方科技
26849,20201231,10,10,0.0,10,10,6,10,0,10,66.0,300453.SZ,三鑫医疗
14072,20201231,0,8,3.0,10,10,8,10,8,9,66.0,002532.SZ,天山铝业
1765,20201231,2,10,7.0,10,3,7,8,9,10,66.0,000531.SZ,穗恒运A
53281,20201231,10,10,1.0,10,0,7,10,8,10,66.0,603856.SH,东宏股份
16794,20201231,10,7,5.0,10,10,5,10,4,5,66.0,002727.SZ,一心堂
38386,20201231,8,0,9.0,10,8,10,10,0,10,65.0,600486.SH,扬农化工
30492,20201231,10,10,5.0,10,0,10,10,0,10,65.0,300715.SZ,凯伦股份
45745,20201231,0,10,3.0,10,10,5,10,7,10,65.0,601388.SH,怡球资源
30165,20201231,10,10,5.0,10,0,10,10,0,10,65.0,300690.SZ,双一科技
44287,20201231,10,5,7.0,10,9,9,10,4,1,65.0,600989.SH,宝丰能源
44691,20201231,10,10,9.0,10,10,0,0,6,10,65.0,601038.SH,一拖股份
55631,20201231,10,10,5.0,10,10,10,10,0,0,65.0,688079.SH,美迪凯
20817,20201231,10,10,5.0,10,0,10,10,0,10,65.0,300019.SZ,硅宝科技
49934,20201231,10,10,1.0,10,0,10,10,6,8,65.0,603326.SH,我乐家居
35509,20201231,10,10,1.0,10,10,9,0,5,10,65.0,600223.SH,鲁商发展
34645,20201231,10,10,10.0,10,10,0,0,9,6,65.0,600155.SH,华创阳安
50579,20201231,10,10,5.0,10,0,10,10,0,10,65.0,603416.SH,信捷电气
41482,20201231,10,10,5.0,10,0,10,10,0,10,65.0,600732.SH,爱旭股份
52931,20201231,10,2,1.0,10,10,9,10,3,10,65.0,603801.SH,志邦家居
46147,20201231,10,8,7.0,10,10,0,0,10,10,65.0,601618.SH,中国中冶
27928,20201231,10,10,10.0,10,3,10,10,0,1,64.0,300529.SZ,健帆生物
15413,20201231,5,10,5.0,10,4,10,10,0,10,64.0,002626.SZ,金达威
2689,20201231,0,10,5.0,10,10,2,9,8,10,64.0,000612.SZ,焦作万方
24928,20201231,10,10,9.0,10,0,5,10,0,10,64.0,300314.SZ,戴维医疗
14374,20201231,9,10,5.0,10,0,10,10,0,10,64.0,002553.SZ,南方轴承
45337,20201231,10,10,1.0,10,10,0,4,9,10,64.0,601218.SH,吉鑫科技
18533,20201231,10,10,7.0,10,0,7,10,0,10,64.0,002859.SZ,洁美科技
31911,20201231,10,8,7.0,10,9,8,10,0,2,64.0,300837.SZ,浙矿股份
4372,20201231,5,0,5.0,10,7,10,10,8,9,64.0,000789.SZ,万年青
7381,20201231,10,10,0.0,10,10,8,10,1,5,64.0,002056.SZ,横店东磁
27542,20201231,10,10,1.0,10,7,4,9,4,9,64.0,300501.SZ,海顺新材
22185,20201231,10,10,0.0,10,3,7,10,4,10,64.0,300119.SZ,瑞普生物
8547,20201231,10,10,5.0,10,10,3,10,2,4,64.0,002138.SZ,顺络电子
20045,20201231,10,10,5.0,10,0,10,10,0,9,64.0,002979.SZ,雷赛智能
29140,20201231,10,10,9.0,10,0,5,10,0,10,64.0,300617.SZ,安靠智电
38099,20201231,10,10,5.0,10,10,0,0,9,10,64.0,600458.SH,时代新材
31269,20201231,10,10,9.0,10,4,10,10,0,1,64.0,300777.SZ,中简科技
32253,20201231,10,10,1.0,10,0,10,10,2,10,63.0,300877.SZ,金春股份
32777,20201231,10,10,5.0,10,8,10,10,0,0,63.0,300952.SZ,恒辉安防
32062,20201231,10,10,5.0,10,1,10,10,0,7,63.0,300852.SZ,四会富仕
53622,20201231,10,10,5.0,10,0,5,7,6,10,63.0,603890.SH,春秋电子
22571,20201231,10,10,10.0,10,3,10,10,0,0,63.0,300146.SZ,汤臣倍健
51525,20201231,10,0,5.0,10,0,10,10,8,10,63.0,603609.SH,禾丰股份
17390,20201231,10,10,5.0,10,10,0,0,8,10,63.0,002772.SZ,众兴菌业
20187,20201231,10,10,0.0,10,5,10,10,0,8,63.0,002993.SZ,奥海科技
38039,20201231,2,7,0.0,10,8,6,10,10,10,63.0,600449.SH,宁夏建材
19036,20201231,7,10,5.0,10,10,1,6,4,10,63.0,002896.SZ,中大力德
16579,20201231,10,10,1.0,10,5,7,10,0,10,63.0,002709.SZ,天赐材料
46297,20201231,3,10,5.0,10,0,10,10,5,10,63.0,601686.SH,友发集团
29311,20201231,10,10,7.0,10,10,0,2,4,10,63.0,300629.SZ,新劲刚
14173,20201231,1,10,5.0,10,10,5,5,7,10,63.0,002539.SZ,云图控股
42381,20201231,0,0,5.0,10,10,10,10,8,10,63.0,600801.SH,华新水泥
19919,20201231,10,10,0.0,10,10,5,8,0,10,63.0,002967.SZ,广电计量
54339,20201231,10,10,3.0,10,0,10,10,0,10,63.0,603985.SH,恒润股份
47135,20201231,2,10,5.0,10,10,6,8,5,7,63.0,601966.SH,玲珑轮胎
3119,20201231,10,10,5.0,10,0,10,10,0,7,62.0,000661.SZ,长春高新
33527,20201231,6,10,1.0,10,10,1,5,9,10,62.0,600063.SH,皖维高新
40774,20201231,0,10,9.0,10,10,10,10,0,3,62.0,600678.SH,四川金顶
52411,20201231,10,10,5.0,10,9,8,10,0,0,62.0,603713.SH,密尔克卫
51205,20201231,10,10,7.0,10,0,2,10,5,8,62.0,603578.SH,三星新材
4342,20201231,10,6,5.0,10,0,9,10,2,10,62.0,000786.SZ,北新建材
46988,20201231,8,3,5.0,10,10,10,3,3,10,62.0,601919.SH,中远海控
44228,20201231,0,0,9.0,10,10,7,6,10,10,62.0,600985.SH,淮北矿业
4924,20201231,10,10,3.0,10,10,0,0,9,10,62.0,000838.SZ,财信发展
55284,20201231,10,10,10.0,10,3,9,10,0,0,62.0,688016.SH,心脉医疗
11164,20201231,10,10,5.0,10,1,6,10,0,10,62.0,002324.SZ,普利特
12967,20201231,10,10,1.0,10,0,6,7,7,10,61.0,002452.SZ,长高集团
21814,20201231,10,10,7.0,10,0,3,7,4,10,61.0,300092.SZ,科新机电
55842,20201231,10,10,7.0,10,10,4,10,0,0,61.0,688111.SH,金山办公
54368,20201231,10,10,7.0,10,10,2,9,2,1,61.0,603987.SH,康德莱
11575,20201231,10,6,7.0,10,0,6,10,5,7,61.0,002353.SZ,杰瑞股份
13944,20201231,10,10,3.0,10,10,0,3,5,10,61.0,002522.SZ,浙江众成
48585,20201231,9,10,5.0,10,10,0,0,7,10,61.0,603126.SH,中材节能
55316,20201231,10,10,10.0,10,0,6,10,0,5,61.0,688019.SH,安集科技
16032,20201231,10,10,5.0,10,0,0,8,8,10,61.0,002669.SZ,康达新材
51848,20201231,10,10,3.0,10,0,6,10,6,6,61.0,603657.SH,春光科技
8084,20201231,10,10,7.0,10,0,0,6,8,10,61.0,002106.SZ,莱宝高科
18790,20201231,10,10,5.0,10,0,10,10,0,6,61.0,002878.SZ,元隆雅图
46277,20201231,10,0,3.0,10,10,4,10,10,4,61.0,601677.SH,明泰铝业
20529,20201231,10,10,9.0,8,5,9,10,0,0,61.0,003043.SZ,华亚智能
31334,20201231,10,10,5.0,10,0,10,10,0,6,61.0,300782.SZ,卓胜微
5689,20201231,8,0,9.0,10,0,7,10,8,9,61.0,000922.SZ,佳电股份
10015,20201231,10,2,9.0,10,10,10,10,0,0,61.0,002242.SZ,九阳股份
49673,20201231,10,0,0.0,10,10,3,10,8,10,61.0,603300.SH,华铁应急
8431,20201231,0,10,3.0,10,10,3,8,7,10,61.0,002130.SZ,沃尔核材
41874,20201231,10,0,5.0,10,8,4,10,8,6,61.0,600761.SH,安徽合力
48026,20201231,10,2,1.0,10,10,8,10,0,10,61.0,603060.SH,国检集团
5600,20201231,0,10,0.0,10,10,6,10,5,10,61.0,000915.SZ,山大华特
10059,20201231,10,10,5.0,10,10,2,3,0,10,60.0,002245.SZ,蔚蓝锂芯
52902,20201231,7,10,5.0,10,10,3,5,0,10,60.0,603799.SH,华友钴业
39875,20201231,10,0,3.0,10,10,3,4,10,10,60.0,600603.SH,广汇物流
28188,20201231,10,10,7.0,10,0,3,10,0,10,60.0,300548.SZ,博创科技
11560,20201231,10,10,5.0,10,10,5,10,0,0,60.0,002352.SZ,顺丰控股
9884,20201231,0,0,7.0,10,6,8,10,9,10,60.0,002233.SZ,塔牌集团
53918,20201231,0,10,3.0,10,10,3,9,9,6,60.0,603926.SH,铁流股份
42366,20201231,0,10,0.0,10,10,3,10,7,10,60.0,600800.SH,渤海化学
30652,20201231,10,10,10.0,10,0,10,10,0,0,60.0,300726.SZ,宏达电子
48600,20201231,10,10,0.0,10,10,10,10,0,0,60.0,603127.SH,昭衍新药
56513,20201231,10,10,5.0,10,0,5,10,0,10,60.0,688301.SH,奕瑞科技
32788,20201231,10,10,1.0,10,10,9,10,0,0,60.0,300955.SZ,嘉亨家化
4578,20201231,10,10,3.0,10,10,0,0,7,10,60.0,000807.SZ,云铝股份
19324,20201231,10,9,5.0,10,0,8,10,2,6,60.0,002918.SZ,蒙娜丽莎
19367,20201231,10,10,7.0,10,0,0,6,7,10,60.0,002921.SZ,联诚精密
12252,20201231,10,10,7.0,10,0,8,2,3,10,60.0,002401.SZ,中远海科
35653,20201231,10,10,0.0,10,0,10,10,0,10,60.0,600234.SH,ST山水
34317,20201231,10,5,5.0,10,10,0,0,10,10,60.0,600126.SH,杭钢股份
32929,20201231,10,10,1.0,10,10,0,0,9,10,60.0,600008.SH,首创股份
5196,20201231,10,10,5.0,10,10,0,0,8,7,60.0,000880.SZ,潍柴重机
46118,20201231,10,10,1.0,10,10,3,0,6,10,60.0,601615.SH,明阳智能
24460,20201231,10,10,3.0,10,10,0,0,7,10,60.0,300281.SZ,金明精机
29935,20201231,7,10,5.0,10,0,10,10,0,8,60.0,300674.SZ,宇信科技
23718,20201231,10,10,0.0,10,0,5,10,5,10,60.0,300229.SZ,拓尔思
36407,20201231,2,9,5.0,10,10,0,9,7,8,60.0,600299.SH,安迪苏
44272,20201231,0,10,0.0,10,10,10,10,0,10,60.0,600988.SH,赤峰黄金
28556,20201231,10,7,7.0,10,6,4,9,3,4,60.0,300575.SZ,中旗股份
43366,20201231,10,10,1.0,10,0,10,10,0,9,60.0,600876.SH,洛阳玻璃
6689,20201231,10,10,10.0,10,0,10,10,0,0,60.0,002007.SZ,华兰生物
50805,20201231,4,0,7.0,10,9,10,10,0,10,60.0,603505.SH,金石资源
18761,20201231,10,10,5.0,10,10,0,1,4,10,60.0,002876.SZ,三利谱
288,20201231,10,10,1.0,10,10,1,10,8,0,60.0,000026.SZ,飞亚达
5367,20201231,10,3,5.0,10,8,10,10,0,4,60.0,000895.SZ,双汇发展
35438,20201231,5,10,5.0,10,10,0,0,9,10,59.0,600218.SH,全柴动力
10574,20201231,10,10,3.0,10,0,1,6,9,10,59.0,002283.SZ,天润工业
6761,20201231,10,10,1.0,10,0,0,10,8,10,59.0,002012.SZ,凯恩股份
48923,20201231,10,5,0.0,10,10,9,10,5,0,59.0,603180.SH,金牌厨柜
57351,20201231,10,10,5.0,10,10,0,0,4,10,59.0,688599.SH,天合光能
2000,20201231,8,10,3.0,10,10,0,0,8,10,59.0,000550.SZ,江铃汽车
31867,20201231,10,6,9.0,10,4,10,10,0,0,59.0,300832.SZ,新产业
35150,20201231,10,10,7.0,10,0,0,7,5,10,59.0,600195.SH,中牧股份
1060,20201231,0,0,3.0,10,10,7,10,9,10,59.0,000401.SZ,冀东水泥
52960,20201231,10,10,7.0,10,0,10,10,0,2,59.0,603806.SH,福斯特
19989,20201231,10,10,7.0,0,2,10,10,0,10,59.0,002973.SZ,侨银股份
8794,20201231,10,10,5.0,10,10,0,0,4,10,59.0,002156.SZ,通富微电
41365,20201231,0,0,7.0,10,10,4,10,8,10,59.0,600724.SH,宁波富达
31229,20201231,9,8,5.0,10,10,8,8,0,1,59.0,300773.SZ,拉卡拉
5166,20201231,0,0,5.0,10,10,5,10,9,10,59.0,000877.SZ,天山股份
19208,20201231,10,10,1.0,10,0,6,10,2,10,59.0,002909.SZ,集泰股份
50635,20201231,10,9,10.0,0,10,10,10,0,0,59.0,603444.SH,吉比特
46900,20201231,10,10,5.0,10,10,2,6,0,6,59.0,601899.SH,紫金矿业
55252,20201231,10,10,7.0,10,10,2,9,0,1,59.0,688012.SH,中微公司
463,20201231,5,9,5.0,10,10,3,1,9,7,59.0,000039.SZ,中集集团
57156,20201231,6,10,10.0,10,0,3,10,5,5,59.0,688558.SH,国盛智科
32229,20201231,10,10,7.0,0,2,6,10,4,10,59.0,300873.SZ,海晨股份
45083,20201231,8,3,9.0,10,10,2,8,8,0,58.0,601158.SH,重庆水务
14202,20201231,10,10,7.0,10,0,5,5,4,7,58.0,002541.SZ,鸿路钢构
21116,20201231,10,10,9.0,10,0,2,7,4,6,58.0,300041.SZ,回天新材
1030,20201231,8,0,5.0,10,10,9,0,6,10,58.0,000338.SZ,潍柴动力
57413,20201231,10,10,1.0,10,7,10,10,0,0,58.0,688626.SH,翔宇医疗
9942,20201231,10,6,5.0,10,10,0,0,7,10,58.0,002237.SZ,恒邦股份
36091,20201231,0,0,3.0,10,9,8,10,8,10,58.0,600273.SH,嘉化能源
57367,20201231,10,10,5.0,10,3,10,10,0,0,58.0,688606.SH,奥泰生物
21001,20201231,10,10,0.0,0,10,10,10,0,8,58.0,300033.SZ,同花顺
22514,20201231,10,10,0.0,10,0,8,10,0,10,58.0,300142.SZ,沃森生物
40364,20201231,10,0,10.0,10,10,2,6,10,0,58.0,600643.SH,爱建集团
52186,20201231,9,0,5.0,10,10,0,6,8,10,58.0,603689.SH,皖天然气
17419,20201231,9,10,1.0,10,10,0,0,8,10,58.0,002774.SZ,快意电梯
36219,20201231,7,10,3.0,10,10,0,0,8,10,58.0,600283.SH,钱江水利
1868,20201231,0,10,7.0,10,10,0,1,10,10,58.0,000539.SZ,粤电力A
6496,20201231,0,0,10.0,10,9,2,9,8,10,58.0,000999.SZ,华润三九
43305,20201231,5,8,5.0,10,10,10,10,0,0,58.0,600872.SH,中炬高新
16564,20201231,5,10,5.0,10,10,0,0,8,10,58.0,002708.SZ,光洋股份
51579,20201231,10,10,5.0,10,10,3,10,0,0,58.0,603613.SH,国联股份
48953,20201231,10,10,0.0,10,0,1,10,8,9,58.0,603183.SH,建研院
12267,20201231,10,10,5.0,10,10,5,8,0,0,58.0,002402.SZ,和而泰
56190,20201231,10,10,9.0,10,3,6,10,0,0,58.0,688188.SH,柏楚电子
46623,20201231,8,10,7.0,10,2,2,3,8,8,58.0,601827.SH,三峰环境
53450,20201231,10,10,1.0,10,0,9,10,2,6,58.0,603877.SH,太平鸟
6806,20201231,0,3,5.0,10,10,5,6,9,10,58.0,002015.SZ,协鑫能科
42178,20201231,7,10,0.0,10,10,1,2,8,10,58.0,600784.SH,鲁银投资
32841,20201231,7,6,5.0,10,10,10,10,0,0,58.0,300965.SZ,C恒宇
2961,20201231,10,10,7.0,10,10,0,1,0,10,58.0,000636.SZ,风华高科
27686,20201231,7,2,7.0,10,10,3,4,5,10,58.0,300511.SZ,雪榕生物
36538,20201231,3,0,5.0,10,10,10,10,0,10,58.0,600309.SH,万华化学
41889,20201231,3,0,5.0,10,10,10,10,0,10,58.0,600763.SH,通策医疗
18905,20201231,10,10,1.0,10,10,0,2,5,10,58.0,002886.SZ,沃特股份
15054,20201231,10,0,5.0,10,6,7,9,0,10,57.0,002600.SZ,领益智造
50664,20201231,4,5,1.0,10,0,8,10,9,10,57.0,603458.SH,勘设股份
6394,20201231,7,10,5.0,10,10,0,4,8,3,57.0,000989.SZ,九芝堂
52396,20201231,10,10,0.0,10,10,9,8,0,0,57.0,603712.SH,七一二
47858,20201231,10,10,1.0,10,6,10,10,0,0,57.0,603039.SH,泛微网络
38054,20201231,0,0,5.0,10,10,10,8,4,10,57.0,600452.SH,涪陵电力
43351,20201231,9,10,9.0,10,0,0,0,10,9,57.0,600875.SH,东方电气
19136,20201231,10,10,0.0,10,10,0,2,5,10,57.0,002903.SZ,宇环数控
2546,20201231,0,10,5.0,10,10,0,2,10,10,57.0,000600.SZ,建投能源
5382,20201231,10,0,7.0,10,10,5,0,5,10,57.0,000897.SZ,津滨发展
1927,20201231,10,4,7.0,10,5,0,1,10,10,57.0,000544.SZ,中原环保
