,end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
56055,20201231,10,10,5.0,10,1,2,10,0,0,48.0,688166.SH,博瑞医药
56752,20201231,10,0,9.0,10,6,3,10,0,0,48.0,688363.SH,华熙生物
42193,20201231,0,0,10.0,9,10,0,0,9,10,48.0,600785.SH,新华百货
9512,20201231,0,0,9.0,10,10,0,1,8,10,48.0,002206.SZ,海利得
16506,20201231,7,10,7.0,10,10,0,0,4,0,48.0,002703.SZ,浙江世宝
14646,20201231,4,2,0.0,10,0,10,10,2,10,48.0,002572.SZ,索菲亚
36998,20201231,4,0,3.0,10,10,0,1,10,10,48.0,600350.SH,山东高速
32899,20201231,0,10,7.0,10,10,0,0,6,5,48.0,600006.SH,东风汽车
42294,20201231,5,10,5.0,10,0,0,10,8,0,48.0,600794.SH,保税科技
27354,20201231,5,0,1.0,10,10,0,6,6,10,48.0,300488.SZ,恒锋工具
42801,20201231,10,10,7.0,10,0,0,1,5,5,48.0,600833.SH,第一医药
25498,20201231,10,10,0.0,10,0,2,10,0,6,48.0,300354.SZ,东华测试
24517,20201231,10,2,5.0,10,8,3,10,0,0,48.0,300285.SZ,国瓷材料
12668,20201231,10,10,5.0,10,0,4,8,1,0,48.0,002430.SZ,杭氧股份
53676,20201231,10,2,3.0,10,10,0,5,8,0,48.0,603897.SH,长城科技
22757,20201231,0,10,0.0,10,10,2,6,0,10,48.0,300160.SZ,秀强股份
44620,20201231,0,0,5.0,10,10,0,3,10,10,48.0,601018.SH,宁波港
39250,20201231,0,0,9.0,10,10,0,0,9,10,48.0,600557.SH,康缘药业
317,20201231,8,4,5.0,10,10,0,2,9,0,48.0,000028.SZ,国药一致
35886,20201231,3,0,5.0,10,10,0,0,10,10,48.0,600256.SH,广汇能源
30052,20201231,9,0,0.0,10,0,4,10,5,10,48.0,300682.SZ,朗新科技
45760,20201231,10,0,7.0,10,0,1,0,10,10,48.0,601390.SH,中国中铁
32022,20201231,10,5,1.0,10,0,10,10,2,0,48.0,300848.SZ,美瑞新材
843,20201231,0,0,7.0,10,10,0,2,9,10,48.0,000099.SZ,中信海直
46017,20201231,0,4,5.0,10,10,0,0,9,10,48.0,601600.SH,中国铝业
44068,20201231,0,0,5.0,10,10,0,3,10,10,48.0,600971.SH,恒源煤电
29950,20201231,3,10,5.0,10,10,0,0,0,10,48.0,300675.SZ,建科院
49703,20201231,1,0,5.0,10,6,2,7,8,9,48.0,603303.SH,得邦照明
15369,20201231,10,10,5.0,10,8,0,1,4,0,48.0,002623.SZ,亚玛顿
57262,20201231,10,10,1.0,10,0,7,10,0,0,48.0,688580.SH,伟思医疗
20245,20201231,5,0,9.0,10,0,1,4,9,10,48.0,003001.SZ,中岩大地
46487,20201231,10,10,0.0,0,10,0,0,8,10,48.0,601788.SH,光大证券
33439,20201231,10,6,5.0,10,0,0,0,9,8,48.0,600057.SH,厦门象屿
19930,20201231,10,8,5.0,9,0,6,10,0,0,48.0,002968.SZ,新大正
1897,20201231,7,0,3.0,10,10,0,0,8,10,48.0,000541.SZ,佛山照明
36451,20201231,10,10,0.0,10,0,2,7,9,0,48.0,600302.SH,标准股份
1853,20201231,5,10,5.0,10,0,5,10,3,0,48.0,000538.SZ,云南白药
46812,20201231,10,10,0.0,0,10,0,0,8,10,48.0,601881.SH,中国银河
49024,20201231,5,10,7.0,10,0,0,6,1,8,47.0,603189.SH,网达软件
55339,20201231,10,10,10.0,10,0,0,5,0,2,47.0,688021.SH,奥福环保
13113,20201231,0,0,3.0,10,10,0,4,10,10,47.0,002462.SZ,嘉事堂
40715,20201231,0,0,7.0,10,10,0,3,7,10,47.0,600673.SH,东阳光
40803,20201231,0,0,5.0,10,5,2,7,8,10,47.0,600681.SH,百川能源
54636,20201231,0,2,9.0,10,6,10,10,0,0,47.0,605077.SH,华康股份
50241,20201231,0,0,0.0,10,3,10,10,4,10,47.0,603360.SH,百傲化学
55479,20201231,10,10,9.0,10,0,0,8,0,0,47.0,688050.SH,爱博医疗
37893,20201231,0,0,7.0,10,10,0,0,10,10,47.0,600428.SH,中远海特
37966,20201231,10,10,5.0,10,0,5,7,0,0,47.0,600438.SH,通威股份
48938,20201231,0,7,5.0,10,0,9,10,1,5,47.0,603181.SH,皇马科技
28859,20201231,10,5,5.0,10,0,4,10,3,0,47.0,300596.SZ,利安隆
9212,20201231,0,10,5.0,10,10,0,1,1,10,47.0,002185.SZ,华天科技
16003,20201231,10,0,0.0,10,10,0,0,7,10,47.0,002667.SZ,鞍重股份
174,20201231,0,0,9.0,10,10,0,0,8,10,47.0,000014.SZ,沙河股份
23629,20201231,10,4,3.0,10,10,0,0,0,10,47.0,300223.SZ,北京君正
20516,20201231,0,8,1.0,10,8,10,10,0,0,47.0,003041.SZ,真爱美家
23688,20201231,7,10,3.0,10,0,1,9,3,4,47.0,300227.SZ,光韵达
20787,20201231,0,10,9.0,10,10,0,0,8,0,47.0,300017.SZ,网宿科技
44213,20201231,10,3,3.0,10,0,2,2,7,10,47.0,600984.SH,建设机械
36061,20201231,0,0,0.0,10,10,0,10,7,10,47.0,600271.SH,航天信息
20341,20201231,9,4,5.0,10,0,10,7,2,0,47.0,003013.SZ,地铁设计
24532,20201231,10,0,10.0,10,0,5,10,2,0,47.0,300286.SZ,安科瑞
24787,20201231,10,10,3.0,10,0,0,7,7,0,47.0,300304.SZ,云意电气
41990,20201231,0,10,10.0,10,0,0,0,7,10,47.0,600770.SH,综艺股份
57390,20201231,2,4,7.0,10,7,7,10,0,0,47.0,688616.SH,西力科技
34817,20201231,2,0,5.0,10,10,0,0,10,10,47.0,600168.SH,武汉控股
19868,20201231,0,0,7.0,10,10,0,4,6,10,47.0,002962.SZ,五方光电
19411,20201231,10,1,5.0,10,1,10,10,0,0,47.0,002925.SZ,盈趣科技
145,20201231,0,0,1.0,10,0,10,10,7,9,47.0,000011.SZ,深物业A
56627,20201231,10,10,0.0,10,0,7,10,0,0,47.0,688328.SH,深科达
43134,20201231,0,10,9.0,10,0,10,6,2,0,47.0,600860.SH,京城股份
45222,20201231,0,0,7.0,10,10,0,0,10,10,47.0,601188.SH,龙江交通
35063,20201231,0,0,5.0,10,10,2,0,10,10,47.0,600188.SH,兖州煤业
56435,20201231,4,10,5.0,10,0,5,10,0,3,47.0,688278.SH,特宝生物
16189,20201231,0,10,3.0,10,0,10,10,4,0,47.0,002681.SZ,*ST奋达
27470,20201231,10,10,0.0,10,3,4,10,0,0,47.0,300496.SZ,中科创达
42208,20201231,10,10,5.0,10,0,0,0,10,2,47.0,600787.SH,中储股份
45628,20201231,10,4,0.0,0,10,5,0,8,10,47.0,601336.SH,新华保险
2660,20201231,0,10,10.0,10,0,0,0,7,10,47.0,000610.SZ,西安旅游
16421,20201231,10,0,5.0,10,0,6,10,6,0,47.0,002697.SZ,红旗连锁
34989,20201231,6,3,5.0,10,5,8,10,0,0,47.0,600183.SH,生益科技
22685,20201231,0,0,10.0,10,8,0,0,9,10,47.0,300154.SZ,瑞凌股份
17991,20201231,0,0,5.0,10,0,5,10,7,10,47.0,002818.SZ,富森美
8115,20201231,0,10,3.0,10,1,0,8,7,7,46.0,002108.SZ,沧州明珠
7337,20201231,0,0,7.0,10,10,0,0,9,10,46.0,002053.SZ,云南能投
7524,20201231,3,10,1.0,10,10,0,0,2,10,46.0,002066.SZ,瑞泰科技
57428,20201231,10,7,0.0,10,0,9,10,0,0,46.0,688630.SH,芯碁微装
33800,20201231,0,0,3.0,10,10,1,8,4,10,46.0,600085.SH,同仁堂
55047,20201231,0,0,7.0,10,10,9,10,0,0,46.0,605368.SH,蓝天燃气
57270,20201231,10,10,1.0,10,0,2,9,0,4,46.0,688585.SH,上纬新材
1795,20201231,3,10,5.0,10,0,3,1,4,10,46.0,000533.SZ,顺钠股份
5324,20201231,0,10,10.0,10,10,0,0,6,0,46.0,000890.SZ,*ST胜尔
56939,20201231,0,10,7.0,10,0,9,10,0,0,46.0,688456.SH,有研粉材
56860,20201231,10,10,3.0,10,0,3,10,0,0,46.0,688389.SH,普门科技
4807,20201231,0,0,9.0,0,10,2,6,9,10,46.0,000828.SZ,东莞控股
37631,20201231,4,10,7.0,10,0,2,4,0,9,46.0,600399.SH,ST抚钢
56389,20201231,1,0,5.0,10,10,10,10,0,0,46.0,688260.SH,昀冢科技
56632,20201231,1,8,0.0,10,10,7,10,0,0,46.0,688329.SH,艾隆科技
10776,20201231,0,10,10.0,10,10,0,0,6,0,46.0,002297.SZ,博云新材
42120,20201231,0,0,5.0,10,10,0,1,10,10,46.0,600780.SH,通宝能源
20090,20201231,2,0,3.0,10,10,1,8,2,10,46.0,002983.SZ,芯瑞达
20479,20201231,10,10,3.0,10,10,0,3,0,0,46.0,003035.SZ,南网能源
12223,20201231,10,0,10.0,10,0,1,8,7,0,46.0,002399.SZ,海普瑞
12510,20201231,0,0,7.0,10,10,0,0,9,10,46.0,002419.SZ,天虹股份
44113,20201231,5,10,1.0,10,0,2,4,5,9,46.0,600976.SH,健民集团
27311,20201231,0,0,9.0,10,10,0,1,6,10,46.0,300485.SZ,赛升药业
14995,20201231,8,10,0.0,10,10,0,0,8,0,46.0,002596.SZ,海南瑞泽
19743,20201231,4,4,1.0,10,10,4,10,3,0,46.0,002951.SZ,金时科技
13289,20201231,0,10,0.0,10,10,0,0,6,10,46.0,002474.SZ,榕基软件
19580,20201231,7,0,5.0,10,10,4,10,0,0,46.0,002938.SZ,鹏鼎控股
46842,20201231,0,10,5.0,10,0,2,0,10,9,46.0,601886.SH,江河集团
40614,20201231,0,0,3.0,10,0,10,6,7,10,46.0,600663.SH,陆家嘴
18006,20201231,5,0,5.0,10,10,0,6,0,10,46.0,002819.SZ,东方中科
47266,20201231,0,0,9.0,7,10,0,0,10,10,46.0,601992.SH,金隅集团
17876,20201231,10,0,7.0,10,0,1,8,8,2,46.0,002809.SZ,红墙股份
49844,20201231,10,10,1.0,10,10,0,0,5,0,46.0,603318.SH,派思股份
45039,20201231,1,0,5.0,10,0,8,7,5,10,46.0,601138.SH,工业富联
23211,20201231,1,0,10.0,10,6,0,1,8,10,46.0,300193.SZ,佳士科技
22772,20201231,10,10,0.0,10,0,0,0,6,10,46.0,300161.SZ,华中数控
21202,20201231,10,6,1.0,10,10,0,0,9,0,46.0,300047.SZ,天源迪科
10417,20201231,10,5,7.0,6,0,0,0,8,10,46.0,002272.SZ,川润股份
15829,20201231,10,10,5.0,10,10,0,0,1,0,46.0,002655.SZ,共达电声
44375,20201231,0,0,5.0,10,7,0,4,10,10,46.0,600997.SH,开滦股份
15800,20201231,0,9,7.0,10,0,10,10,0,0,46.0,002653.SZ,海思科
44590,20201231,0,10,0.0,10,10,0,0,9,7,46.0,601015.SH,陕西黑猫
9768,20201231,0,4,3.0,10,10,0,3,8,8,46.0,002225.SZ,濮耐股份
48981,20201231,8,10,1.0,10,10,1,2,4,0,46.0,603186.SH,华正新材
23026,20201231,0,0,7.0,10,10,0,5,4,10,46.0,300179.SZ,四方达
28303,20201231,5,10,3.0,10,0,1,3,3,10,45.0,300556.SZ,丝路视觉
15442,20201231,0,10,5.0,10,0,0,0,10,10,45.0,002628.SZ,成都路桥
16276,20201231,0,0,5.0,10,0,2,10,8,10,45.0,002687.SZ,乔治白
16291,20201231,0,0,7.0,10,10,0,1,7,10,45.0,002688.SZ,金河生物
47614,20201231,3,1,5.0,10,6,0,7,9,4,45.0,603020.SH,爱普股份
41757,20201231,10,0,5.0,6,10,0,4,0,10,45.0,600753.SH,东方银星
2875,20201231,0,0,7.0,10,10,0,0,8,10,45.0,000629.SZ,攀钢钒钛
30838,20201231,0,0,5.0,10,4,5,10,1,10,45.0,300741.SZ,华宝股份
2418,20201231,0,0,10.0,10,10,0,0,5,10,45.0,000590.SZ,启迪药业
1045,20201231,0,10,5.0,10,0,0,2,8,10,45.0,000400.SZ,许继电气
42671,20201231,0,0,5.0,10,10,0,0,10,10,45.0,600823.SH,世茂股份
33178,20201231,0,0,5.0,10,10,0,0,10,10,45.0,600028.SH,中国石化
43336,20201231,10,2,5.0,10,5,0,1,9,3,45.0,600874.SH,创业环保
43879,20201231,0,0,7.0,10,10,2,2,4,10,45.0,600956.SH,新天绿能
33930,20201231,0,0,5.0,10,10,0,1,9,10,45.0,600097.SH,开创国际
34015,20201231,0,0,5.0,10,10,0,0,10,10,45.0,600104.SH,上汽集团
35929,20201231,10,0,5.0,10,10,0,0,0,10,45.0,600259.SH,广晟有色
44346,20201231,0,0,7.0,10,10,0,0,8,10,45.0,600995.SH,文山电力
699,20201231,10,0,1.0,10,0,4,0,10,10,45.0,000065.SZ,北方国际
684,20201231,7,0,3.0,10,10,2,0,3,10,45.0,000063.SZ,中兴通讯
551,20201231,0,0,5.0,10,10,10,10,0,0,45.0,000049.SZ,德赛电池
390,20201231,1,0,5.0,10,10,4,0,5,10,45.0,000034.SZ,神州数码
35337,20201231,0,3,7.0,10,10,1,5,9,0,45.0,600210.SH,紫江企业
57583,20201231,10,3,3.0,10,10,5,4,0,0,45.0,688777.SH,中控技术
45294,20201231,10,10,0.0,0,7,0,0,9,9,45.0,601211.SH,国泰君安
41611,20201231,0,0,5.0,10,10,1,1,8,10,45.0,600741.SH,华域汽车
22114,20201231,9,9,1.0,10,0,5,10,1,0,45.0,300114.SZ,中航电测
14965,20201231,10,10,5.0,10,10,0,0,0,0,45.0,002594.SZ,比亚迪
52466,20201231,0,0,5.0,10,0,10,10,0,10,45.0,603719.SH,良品铺子
40570,20201231,0,0,7.0,10,10,2,6,0,10,45.0,600660.SH,福耀玻璃
54731,20201231,0,0,3.0,10,6,1,8,7,10,45.0,605128.SH,上海沿浦
12136,20201231,0,0,5.0,10,10,0,0,10,10,45.0,002393.SZ,力生制药
12996,20201231,0,5,0.0,10,10,0,0,10,10,45.0,002454.SZ,松芝股份
5919,20201231,0,0,5.0,10,10,0,0,10,10,45.0,000949.SZ,新乡化纤
51277,20201231,0,0,1.0,10,10,0,5,9,10,45.0,603586.SH,金麒麟
50104,20201231,0,0,7.0,10,10,0,0,8,10,45.0,603339.SH,四方科技
7038,20201231,0,0,5.0,10,0,10,10,0,10,45.0,002032.SZ,苏泊尔
10676,20201231,1,10,1.0,10,10,3,6,4,0,45.0,002290.SZ,ST禾盛
40744,20201231,0,0,5.0,10,10,0,1,9,10,45.0,600675.SH,中华企业
7439,20201231,8,2,5.0,10,0,0,0,10,10,45.0,002060.SZ,粤水电
12540,20201231,10,10,5.0,10,0,1,2,7,0,45.0,002421.SZ,达实智能
8721,20201231,10,10,5.0,10,10,0,0,0,0,45.0,002151.SZ,北斗星通
4229,20201231,10,9,0.0,0,6,1,0,9,10,45.0,000776.SZ,广发证券
13900,20201231,10,3,3.0,10,10,0,1,8,0,45.0,002519.SZ,银河电子
53705,20201231,10,0,3.0,10,2,10,10,0,0,45.0,603899.SH,晨光文具
8518,20201231,3,10,3.0,10,0,0,6,6,7,45.0,002136.SZ,安纳达
8274,20201231,4,0,5.0,10,10,0,4,2,10,45.0,002119.SZ,康强电子
43835,20201231,0,0,3.0,10,10,0,6,5,10,44.0,600933.SH,爱柯迪
22344,20201231,0,0,7.0,10,10,0,0,7,10,44.0,300130.SZ,新国都
858,20201231,0,10,5.0,10,10,4,0,5,0,44.0,000100.SZ,TCL科技
20395,20201231,0,0,5.0,10,0,4,10,5,10,44.0,003021.SZ,兆威机电
36016,20201231,0,10,5.0,10,10,0,2,7,0,44.0,600267.SH,海正药业
35033,20201231,0,10,1.0,10,0,10,3,0,10,44.0,600186.SH,莲花健康
33900,20201231,10,0,1.0,10,10,0,0,3,10,44.0,600095.SH,湘财股份
39713,20201231,10,0,5.0,10,0,0,2,7,10,44.0,600592.SH,龙溪股份
45987,20201231,4,0,5.0,10,3,0,2,10,10,44.0,601598.SH,中国外运
45509,20201231,4,0,9.0,10,0,2,10,9,0,44.0,601298.SH,青岛港
30449,20201231,10,10,0.0,10,10,0,0,0,4,44.0,300711.SZ,广哈通信
23703,20201231,10,10,7.0,10,0,0,0,7,0,44.0,300228.SZ,富瑞特装
20673,20201231,0,10,5.0,10,6,3,10,0,0,44.0,300009.SZ,安科生物
39119,20201231,0,0,3.0,10,10,0,4,7,10,44.0,600546.SH,山煤国际
45699,20201231,5,3,7.0,10,10,0,0,8,1,44.0,601369.SH,陕鼓动力
52032,20201231,0,0,7.0,10,10,0,0,7,10,44.0,603677.SH,奇精机械
53607,20201231,0,4,3.0,10,5,0,2,10,10,44.0,603889.SH,新澳股份
52679,20201231,10,4,3.0,7,10,5,5,0,0,44.0,603759.SH,海天股份
38890,20201231,0,0,5.0,10,10,0,0,9,10,44.0,600526.SH,菲达环保
14330,20201231,0,0,7.0,10,10,0,0,7,10,44.0,002550.SZ,千红制药
27398,20201231,10,10,0.0,10,0,0,1,3,10,44.0,300491.SZ,通合科技
3620,20201231,0,3,5.0,10,4,10,10,2,0,44.0,000708.SZ,中信特钢
16146,20201231,0,4,1.0,10,9,10,10,0,0,44.0,002677.SZ,浙江美大
16320,20201231,0,0,5.0,10,0,9,10,0,10,44.0,002690.SZ,美亚光电
47686,20201231,0,0,1.0,10,10,3,10,0,10,44.0,603026.SH,石大胜华
48301,20201231,0,0,7.0,10,6,0,3,8,10,44.0,603095.SH,越剑智能
32165,20201231,10,0,5.0,10,0,0,7,2,10,44.0,300865.SZ,大宏立
37300,20201231,0,0,7.0,10,0,2,5,10,10,44.0,600373.SH,中文传媒
56996,20201231,10,10,3.0,10,0,1,10,0,0,44.0,688508.SH,芯朋微
26409,20201231,3,10,1.0,10,10,0,1,9,0,44.0,300421.SZ,力星股份
4622,20201231,1,0,5.0,10,10,0,0,8,10,44.0,000811.SZ,冰轮环境
54747,20201231,10,6,1.0,10,0,7,10,0,0,44.0,605136.SH,丽人丽妆
19382,20201231,3,0,3.0,10,10,0,0,8,10,44.0,002922.SZ,伊戈尔
55798,20201231,10,0,5.0,10,0,0,1,8,10,44.0,688101.SH,三达膜
39800,20201231,0,1,7.0,10,10,5,10,0,0,43.0,600598.SH,北大荒
48502,20201231,6,0,3.0,10,0,0,8,6,10,43.0,603115.SH,海星股份
53070,20201231,9,0,5.0,10,10,0,0,9,0,43.0,603817.SH,海峡环保
39890,20201231,5,0,10.0,10,0,0,0,8,10,43.0,600604.SH,市北高新
55626,20201231,10,0,1.0,10,0,0,9,3,10,43.0,688078.SH,龙软科技
45265,20201231,10,0,5.0,10,9,0,0,9,0,43.0,601200.SH,上海环境
42048,20201231,0,0,5.0,10,10,0,0,8,10,43.0,600775.SH,南京熊猫
44419,20201231,0,0,5.0,10,9,0,9,10,0,43.0,601000.SH,唐山港
54312,20201231,6,10,3.0,10,4,0,4,6,0,43.0,603982.SH,泉峰汽车
38444,20201231,0,0,5.0,10,10,0,0,8,10,43.0,600490.SH,鹏欣资源
38473,20201231,0,0,5.0,10,10,0,0,8,10,43.0,600493.SH,凤竹纺织
37863,20201231,0,6,5.0,10,10,0,2,10,0,43.0,600425.SH,青松建化
50005,20201231,9,1,3.0,10,0,0,4,6,10,43.0,603331.SH,百达精工
42351,20201231,0,0,3.0,10,10,0,2,8,10,43.0,600798.SH,宁波海运
55023,20201231,10,10,5.0,10,4,2,2,0,0,43.0,605358.SH,立昂微
47426,20201231,0,0,3.0,10,10,0,3,7,10,43.0,603006.SH,联明股份
38803,20201231,5,1,5.0,10,2,10,10,0,0,43.0,600519.SH,贵州茅台
54607,20201231,0,0,5.0,10,1,3,8,6,10,43.0,605058.SH,澳弘电子
36076,20201231,0,0,9.0,10,10,0,0,4,10,43.0,600272.SH,开开实业
46973,20201231,0,0,3.0,10,10,3,8,9,0,43.0,601918.SH,新集能源
39149,20201231,10,0,0.0,10,0,0,3,10,10,43.0,600548.SH,深高速
54612,20201231,0,0,7.0,10,6,10,10,0,0,43.0,605060.SH,联德股份
43481,20201231,5,2,5.0,10,5,6,10,0,0,43.0,600885.SH,宏发股份
46544,20201231,8,0,5.0,10,0,0,0,10,10,43.0,601800.SH,中国交建
32810,20201231,10,10,3.0,0,0,10,10,0,0,43.0,300959.SZ,线上线下
31125,20201231,0,0,7.0,10,6,2,10,5,3,43.0,300765.SZ,新诺威
20320,20201231,10,0,9.0,10,0,1,10,3,0,43.0,003010.SZ,若羽臣
5761,20201231,6,1,5.0,10,0,1,0,10,10,43.0,000928.SZ,中钢国际
12783,20201231,10,10,3.0,10,0,0,5,5,0,43.0,002438.SZ,江苏神通
13332,20201231,0,0,3.0,10,10,0,0,10,10,43.0,002478.SZ,常宝股份
31401,20201231,0,5,3.0,10,0,6,8,1,10,43.0,300788.SZ,中信出版
4836,20201231,0,0,5.0,10,10,0,0,8,10,43.0,000830.SZ,鲁西化工
31086,20201231,0,0,5.0,10,10,0,0,8,10,43.0,300761.SZ,立华股份
16636,20201231,6,10,7.0,10,10,0,0,0,0,43.0,002715.SZ,登云股份
29183,20201231,10,0,9.0,10,0,0,0,4,10,43.0,300620.SZ,光库科技
33643,20201231,0,10,1.0,10,10,0,5,7,0,43.0,600073.SH,上海梅林
448,20201231,10,0,5.0,10,0,0,0,8,10,43.0,000038.SZ,深大通
19661,20201231,10,10,0.0,0,10,4,0,0,9,43.0,002945.SZ,华林证券
20206,20201231,7,6,5.0,10,0,2,10,3,0,43.0,002996.SZ,顺博合金
4548,20201231,10,10,0.0,10,0,9,4,0,0,43.0,000803.SZ,北清环能
22200,20201231,10,0,5.0,10,0,0,0,8,10,43.0,300120.SZ,经纬辉开
34717,20201231,0,0,5.0,10,10,0,0,8,10,43.0,600160.SH,巨化股份
34302,20201231,0,0,5.0,10,7,0,2,9,10,43.0,600125.SH,铁龙物流
26834,20201231,9,0,7.0,10,0,7,10,0,0,43.0,300452.SZ,山河药辅
26892,20201231,2,10,10.0,10,10,0,1,0,0,43.0,300456.SZ,赛微电子
20544,20201231,10,0,1.0,10,10,0,3,9,0,43.0,003816.SZ,中国广核
3851,20201231,0,0,3.0,10,10,0,0,10,10,43.0,000726.SZ,鲁泰A
42903,20201231,10,10,5.0,10,0,0,0,7,0,42.0,600841.SH,上柴股份
15931,20201231,0,10,3.0,10,10,0,1,8,0,42.0,002662.SZ,京威股份
23168,20201231,10,1,5.0,10,0,0,2,9,5,42.0,300190.SZ,维尔利
31424,20201231,10,8,5.0,10,0,0,4,5,0,42.0,300790.SZ,宇瞳光学
31764,20201231,0,0,5.0,10,0,2,10,5,10,42.0,300823.SZ,建科机械
20505,20201231,0,3,3.0,10,10,6,10,0,0,42.0,003039.SZ,顺控发展
13260,20201231,8,0,5.0,10,10,0,0,9,0,42.0,002472.SZ,双环传动
30724,20201231,10,2,1.0,10,0,3,7,9,0,42.0,300732.SZ,设研院
38069,20201231,7,10,5.0,10,0,8,2,0,0,42.0,600455.SH,博通股份
32559,20201231,10,10,5.0,10,0,4,3,0,0,42.0,300919.SZ,中伟股份
32765,20201231,0,0,5.0,10,10,7,10,0,0,42.0,300950.SZ,德固特
51365,20201231,0,0,3.0,10,10,9,10,0,0,42.0,603596.SH,伯特利
37344,20201231,0,0,1.0,10,10,0,3,8,10,42.0,600377.SH,宁沪高速
56607,20201231,10,10,9.0,0,0,3,10,0,0,42.0,688318.SH,财富趋势
16764,20201231,0,0,5.0,10,10,0,0,7,10,42.0,002725.SZ,跃岭股份
16218,20201231,3,10,5.0,10,10,0,4,0,0,42.0,002683.SZ,宏大爆破
18848,20201231,0,0,5.0,10,0,0,10,7,10,42.0,002882.SZ,金龙羽
46191,20201231,2,5,5.0,10,10,0,0,0,10,42.0,601633.SH,长城汽车
46312,20201231,10,3,0.0,0,10,0,0,9,10,42.0,601688.SH,华泰证券
56834,20201231,8,8,3.0,10,0,3,10,0,0,42.0,688386.SH,泛亚微透
20138,20201231,10,0,3.0,10,0,0,1,8,10,42.0,002988.SZ,豪美新材
19223,20201231,0,0,3.0,10,10,0,0,9,10,42.0,002910.SZ,庄园牧场
45568,20201231,0,1,9.0,10,10,0,2,10,0,42.0,601326.SH,秦港股份
21332,20201231,10,10,5.0,10,0,0,0,7,0,42.0,300056.SZ,中创环保
42265,20201231,0,0,3.0,10,10,0,0,9,10,42.0,600792.SH,云煤能源
51933,20201231,0,0,3.0,10,10,1,8,0,10,42.0,603663.SH,三祥新材
18333,20201231,0,0,3.0,10,10,0,4,5,10,42.0,002843.SZ,泰嘉股份
40918,20201231,0,0,7.0,10,5,5,5,0,10,42.0,600690.SH,海尔智家
28815,20201231,4,10,0.0,10,0,7,10,0,1,42.0,300593.SZ,新雷能
57116,20201231,0,0,9.0,10,0,0,8,5,10,42.0,688551.SH,科威尔
29636,20201231,0,0,9.0,10,4,9,10,0,0,42.0,300653.SZ,正海生物
5485,20201231,6,2,5.0,10,10,0,0,9,0,42.0,000905.SZ,厦门港务
44476,20201231,0,0,5.0,7,10,0,0,10,10,42.0,601005.SH,重庆钢铁
33090,20201231,0,0,7.0,10,10,0,0,10,5,42.0,600021.SH,上海电力
10274,20201231,0,1,0.0,10,10,9,10,2,0,42.0,002262.SZ,恩华药业
35856,20201231,0,0,10.0,8,6,0,0,8,10,42.0,600252.SH,中恒集团
54028,20201231,0,0,0.0,10,10,0,6,6,10,42.0,603938.SH,三孚股份
32855,20201231,9,8,5.0,10,10,0,0,0,0,42.0,300999.SZ,金龙鱼
52624,20201231,4,10,5.0,10,10,0,0,2,0,41.0,603738.SH,泰晶科技
40250,20201231,0,2,10.0,10,0,0,0,9,10,41.0,600635.SH,大众公用
26083,20201231,10,0,3.0,10,0,0,4,4,10,41.0,300398.SZ,飞凯材料
30037,20201231,10,10,0.0,10,10,0,0,1,0,41.0,300681.SZ,英搏尔
56762,20201231,5,0,5.0,10,4,0,7,0,10,41.0,688365.SH,光云科技
47629,20201231,10,10,3.0,10,0,0,0,8,0,41.0,603021.SH,山东华鹏
38846,20201231,9,4,5.0,10,0,0,4,9,0,41.0,600522.SH,中天科技
22955,20201231,0,10,1.0,10,0,1,10,4,5,41.0,300174.SZ,元力股份
22315,20201231,0,10,7.0,10,10,0,0,4,0,41.0,300128.SZ,锦富技术
